GeneUID	ProteinSeqLength	NoCysIUPredMeanISD	SequenceUID	Phylostratum	GeneFamilyPhylostratum	GeneFamilyNumber	Stickiness	Hubness	HydrophobicDispersionBlock6	ConglomerateFamilyDesignationIncludingDubious	ExcludedAsDubious	ExcludedAsScerevisiaeSpecific	ExcludedAsUnclassified	CarvunisConservationLevels	GenesUsedByCarvunis	Skudriavzevii	GeneFamilyPhyloTaxonomicGroup	TangoHexamerAPRNum	TangoPentamerAPRNum	WaltzHexamerAPRNum	WaltzPentamerAPRNum	TangoHexamerNumAAInAPRs	TangoPentamerNumAAInAPRs	WaltzHexamerNumAAInAPRs	WaltzPentamerNumAAInAPRs	TangoHexamerAPRDensity	TangoPentamerAPRDensity	WaltzHexamerAPRDensity	WaltzPentamerAPRDensity	TangoHexamerAAInAPRsDensity	TangoPentamerAAInAPRsDensity	WaltzHexamerAAInAPRsDensity	WaltzPentamerAAInAPRsDensity
YAR019W-A	110	0.2962	96	10	10	2802	0	0	1.6773396895	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	3	3	1	1	23	23	6	6	0.02818181800000	0.02818181800000	0.01000000000000	0.01000000000000	0.21363636300000	0.21363636300000	0.05909090900000	0.05909090900000
YAR020C	55	0.0879	97	9	8	3983	0	0	1.0192307692	AN	0	0	0	5	1	0	Saccharomycetales	1	1	1	1	10	10	7	7	0.02000000000000	0.02000000000000	0.02000000000000	0.02000000000000	0.19090909000000	0.19090909000000	0.13636363600000	0.13636363600000
YAR023C	179	0.1176	98	9	9	1730	0	0	1.2053926139	AR	0	0	0	6	1	0	Saccharomycetaceae	3	3	3	3	36	36	34	34	0.01731843500000	0.01731843500000	0.01731843500000	0.01731843500000	0.20391061400000	0.20391061400000	0.19273743000000	0.19273743000000
YAR027W	235	0.1419	99	10	9	1730	27	1	1.7178418676	AR	0	0	0	6	1	0	Saccharomycetaceae	5	6	5	5	54	59	67	67	0.02170212700000	0.02595744600000	0.02170212700000	0.02170212700000	0.23191489300000	0.25319148900000	0.28723404200000	0.28723404200000
YAR028W	234	0.1877	100	9	9	1730	3	1	1.4641679740	AR	0	0	0	6	1	0	Saccharomycetaceae	6	6	7	7	68	68	67	67	0.02606837600000	0.02606837600000	0.03034188000000	0.03034188000000	0.29273504200000	0.29273504200000	0.28846153800000	0.28846153800000
YAR029W	74	0.3408	101	10	9	1730	0	0	1.3368739884	AR	0	0	0	6	1	1	Saccharomycetaceae	1	1	1	1	6	6	7	7	0.01486486400000	0.01486486400000	0.01486486400000	0.01486486400000	0.08783783700000	0.08783783700000	0.10135135100000	0.10135135100000
YAR030C	113	0.0238	102	10	10	5068	0	0	0.6065317530	A	1	0	0	1	1	0	Saccharomyces_cerevisiae	1	2	3	3	6	11	23	23	0.00973451300000	0.01858407000000	0.02743362800000	0.02743362800000	0.05752212300000	0.10176991100000	0.20796460100000	0.20796460100000
YAR031W	298	0.1520	103	10	9	1730	3	0	1.4342771624	AR	0	0	0	6	1	0	Saccharomycetaceae	6	6	5	5	60	60	66	66	0.02046979800000	0.02046979800000	0.01711409300000	0.01711409300000	0.20302013400000	0.20302013400000	0.22315436200000	0.22315436200000
YAR033W	234	0.1882	104	10	9	1730	6	0	1.2326475332	AR	0	0	0	6	1	0	Saccharomycetaceae	4	4	5	5	60	60	84	84	0.01752136700000	0.01752136700000	0.02179487100000	0.02179487100000	0.25854700800000	0.25854700800000	0.36111111100000	0.36111111100000
YAR035W	687	0.2742	105	1	1	2121	6	0	0.7818661400	A	0	0	0	9	1	0	Cellular_Organisms	9	10	9	9	90	95	65	65	0.01324599700000	0.01470160100000	0.01324599700000	0.01324599700000	0.13173216800000	0.13901018900000	0.09534206600000	0.09534206600000
YAR035C-A	26	0.4086	106	0	0	4162	0	0	1.2777777778	A	0	0	1	1	1	0		0	0	0	0	0	0	0	0	0.00384615300000	0.00384615300000	0.00384615300000	0.00384615300000	0.01923076900000	0.01923076900000	0.01923076900000	0.01923076900000
YAR042W	1188	0.4282	107	1	1	1046	0	0	1.0772369004	A	0	0	0	10	1	0	Cellular_Organisms	12	15	11	11	90	105	90	90	0.01018518500000	0.01271043700000	0.00934343400000	0.00934343400000	0.07617845100000	0.08880471300000	0.07617845100000	0.07617845100000
YAR047C	106	0.0019	108	10	10	1133	0	0	0.7812692901	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	4	5	4	4	40	45	44	44	0.03867924500000	0.04811320700000	0.03867924500000	0.03867924500000	0.38207547100000	0.42924528300000	0.41981132000000	0.41981132000000
YAR050W	1537	0.5615	109	7	7	2746	0	0	0.9694799246	ANR	0	0	0	10	1	0	Saccharomyceta	7	26	6	6	70	165	56	56	0.00461938800000	0.01698113200000	0.00396877000000	0.00396877000000	0.04586857500000	0.10767729300000	0.03675992100000	0.03675992100000
YAR053W	98	0.0094	110	10	10	2717	0	0	0.9657441324	A	1	0	0	1	1	0	Saccharomyces_cerevisiae	4	5	2	2	47	52	46	46	0.04183673400000	0.05204081600000	0.02142857100000	0.02142857100000	0.48469387700000	0.53571428500000	0.47448979500000	0.47448979500000
YAR060C	111	0.2995	111	10	10	94	0	0	1.0397693733	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	1	1	0	0	8	8	0	0	0.00990990900000	0.00990990900000	0.00090090000000	0.00090090000000	0.07657657600000	0.07657657600000	0.00450450400000	0.00450450400000
YAR064W	99	0.3957	112	10	10	4544	2	0	1.7186333824	A	0	1	0	3	1	0	Saccharomyces_cerevisiae	2	2	1	1	15	15	10	10	0.02121212100000	0.02121212100000	0.01111111100000	0.01111111100000	0.15656565600000	0.15656565600000	0.10606060600000	0.10606060600000
YAR066W	203	0.2526	113	10	9	4600	0	0	0.6729369421	AR	0	0	0	4	1	1	Saccharomycetaceae	1	1	2	2	8	8	17	17	0.00541871900000	0.00541871900000	0.01034482700000	0.01034482700000	0.04187192100000	0.04187192100000	0.08620689600000	0.08620689600000
YAR068W	161	0.2059	114	10	10	4687	1	0	0.9155060803	A	0	1	0	5	1	0	Saccharomyces_cerevisiae	4	5	3	3	38	43	21	21	0.02546583800000	0.03167701800000	0.01925465800000	0.01925465800000	0.23913043400000	0.27018633500000	0.13354037200000	0.13354037200000
YAR069C	97	0.0068	115	10	10	898	0	0	1.1852655956	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	4	5	4	4	41	46	43	43	0.04226804100000	0.05257731900000	0.04226804100000	0.04226804100000	0.42783505100000	0.47938144300000	0.44845360800000	0.44845360800000
YAR070C	99	0.0247	116	10	10	4193	0	0	0.5879752431	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	4	5	2	2	29	34	15	15	0.04141414100000	0.05151515100000	0.02121212100000	0.02121212100000	0.29797979700000	0.34848484800000	0.15656565600000	0.15656565600000
YAR071W	467	0.2173	117	2	2	1967	2	0	0.7531039344	A	0	0	0	10	1	0	Eukaryota	5	7	8	8	44	54	66	66	0.01092077000000	0.01520342600000	0.01734475300000	0.01734475300000	0.09528907900000	0.11670235500000	0.14239828600000	0.14239828600000
YAR073W	403	0.2218	118	1	1	3374	0	0	0.8242931443	A	0	0	0		0	0	Cellular_Organisms	4	4	4	4	41	41	54	54	0.01017369700000	0.01017369700000	0.01017369700000	0.01017369700000	0.10297766700000	0.10297766700000	0.13523573200000	0.13523573200000
YAR075W	157	0.2963	119	1	1	4877	0	0	0.8691435662	A	0	0	0	10	1	0	Cellular_Organisms	1	1	0	0	6	6	0	0	0.00700636900000	0.00700636900000	0.00063694200000	0.00063694200000	0.04140127300000	0.04140127300000	0.00318471300000	0.00318471300000
YBL113C	792	0.4628	120	2	1	5195	0	0	1.2641502417	ARR	0	0	0	10	1	0	Cellular_Organisms	8	9	5	5	65	70	38	38	0.01022727200000	0.01148989800000	0.00643939300000	0.00643939300000	0.08270202000000	0.08901515100000	0.04861111100000	0.04861111100000
YBL113W-A	160	0.0588	121	10	10	3785	0	0	1.3039624940	A	0	0	0		0	0	Saccharomyces_cerevisiae	4	5	3	3	35	40	32	32	0.02562500000000	0.03187500000000	0.01937500000000	0.01937500000000	0.22187500000000	0.25312500000000	0.20312500000000	0.20312500000000
YBL112C	105	0.1740	122	2	1	5195	0	0	1.3968649320	ARR	0	0	0	6	1	0	Cellular_Organisms	2	3	2	2	15	20	12	12	0.02000000000000	0.02952380900000	0.02000000000000	0.02000000000000	0.14761904700000	0.19523809500000	0.11904761900000	0.11904761900000
YBL111C	667	0.2167	123	10	1	5195	0	0	0.9086017885	AR	0	0	0	10	1	0	Cellular_Organisms	9	14	7	7	63	88	76	76	0.01364317800000	0.02113943000000	0.01064467700000	0.01064467700000	0.09520239800000	0.13268365800000	0.11469265300000	0.11469265300000
YBL109W	111	0.1782	124	10	10	4252	0	0	0.9439072840	A	1	0	0	9	1	0	Saccharomyces_cerevisiae	1	1	2	2	8	8	19	19	0.00990990900000	0.00990990900000	0.01891891800000	0.01891891800000	0.07657657600000	0.07657657600000	0.17567567500000	0.17567567500000
YBL108C-A	42	0.1821	125	8	8	3983	0	0	0.6162687887	AON	0	0	0	5	1	0	Saccharomycetales	0	1	1	1	0	5	7	7	0.00238095200000	0.02619047600000	0.02619047600000	0.02619047600000	0.01190476100000	0.13095238000000	0.17857142800000	0.17857142800000
YBL108W	101	0.0499	126	10	10	4225	0	0	1.4376077012	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	1	2	1	1	15	20	7	7	0.01089108900000	0.02079207900000	0.01089108900000	0.01089108900000	0.15346534600000	0.20297029700000	0.07425742500000	0.07425742500000
YBL107W-A	34	0.0048	127	10	10	5076	0	0	1.7501111021	A	1	0	0	5	1	0	Saccharomyces_cerevisiae	1	2	2	2	6	11	27	27	0.03235294100000	0.06176470500000	0.06176470500000	0.06176470500000	0.19117647000000	0.33823529400000	0.80882352900000	0.80882352900000
YBL107C	196	0.4888	128	7	7	945	1	0	0.9570161686	A	0	0	0	7	1	0	Saccharomyceta	1	2	0	0	7	12	0	0	0.00561224400000	0.01071428500000	0.00051020400000	0.00051020400000	0.03826530600000	0.06377551000000	0.00255102000000	0.00255102000000
YBL106C	1010	0.2131	129	2	2	3917	10	0	0.9157874309	A	0	0	0	10	1	0	Eukaryota	16	21	12	12	124	149	109	109	0.01594059400000	0.02089108900000	0.01198019800000	0.01198019800000	0.12326732600000	0.14801980100000	0.10841584100000	0.10841584100000
YBL105C	1151	0.4276	130	1	1	1847	18	1	0.9957632143	A	0	0	0	10	1	0	Cellular_Organisms	8	11	13	13	83	98	116	116	0.00703735800000	0.00964378800000	0.01138140700000	0.01138140700000	0.07254561200000	0.08557775800000	0.10121633300000	0.10121633300000
YBL104C	1038	0.3427	131	2	2	1234	2	2	0.9375508521	A	0	0	0	10	1	0	Eukaryota	9	13	14	14	70	90	106	106	0.00876685900000	0.01262042300000	0.01358381500000	0.01358381500000	0.06791907500000	0.08718689700000	0.10260115600000	0.10260115600000
YBL103C	486	0.5963	132	2	2	1965	8	1	0.6730373786	A	0	0	0	10	1	0	Eukaryota	0	0	3	3	0	0	18	18	0.00020576100000	0.00020576100000	0.00637860000000	0.00637860000000	0.00102880600000	0.00102880600000	0.03806584300000	0.03806584300000
YBL102W	215	0.1311	133	2	2	1402	5	0	1.1424489916	A	0	0	0	10	1	0	Eukaryota	5	5	5	5	74	74	62	62	0.02372093000000	0.02372093000000	0.02372093000000	0.02372093000000	0.34651162700000	0.34651162700000	0.29069767400000	0.29069767400000
YBL101C	1117	0.5190	134	4	4	3225	2	1	0.9341280687	AN	0	0	0	10	1	0	Fungi	3	5	2	2	25	35	17	17	0.00277529000000	0.00456580100000	0.00188003500000	0.00188003500000	0.02282900600000	0.03178155700000	0.01566696500000	0.01566696500000
YBL100W-C	39	0.1704	135	10	10	2755	0	0	0.7272727273	A	0	1	0	3	1	0	Saccharomyces_cerevisiae	1	1	1	1	10	10	12	12	0.02820512800000	0.02820512800000	0.02820512800000	0.02820512800000	0.26923076900000	0.26923076900000	0.32051282000000	0.32051282000000
YBL100W-B	1770	0.4168	136	1	1	1455	0	0	0.8614908541	AR	0	0	0		0	0	Cellular_Organisms	16	24	27	29	128	168	257	267	0.00909604500000	0.01361581900000	0.01531073400000	0.01644067700000	0.07259887000000	0.09519774000000	0.14548022500000	0.15112994300000
YBL100W-A	438	0.5219	137	9	1	1455	0	0	0.8302679405	AR	0	0	0		0	0	Cellular_Organisms	4	5	7	7	30	35	63	63	0.00936073000000	0.01164383500000	0.01621004500000	0.01621004500000	0.06963470300000	0.08105022800000	0.14497716800000	0.14497716800000
YBL100C	104	0.0934	138	10	10	2825	0	0	0.9505366335	A	1	0	0	1	1	0	Saccharomyces_cerevisiae	2	2	1	1	28	28	17	17	0.02019230700000	0.02019230700000	0.01057692300000	0.01057692300000	0.27403846100000	0.27403846100000	0.16826923000000	0.16826923000000
YBL099W	545	0.2426	139	1	1	1925	1	3	0.7290863827	A	0	0	0	10	1	0	Cellular_Organisms	6	9	8	8	44	59	51	51	0.01119266000000	0.01669724700000	0.01486238500000	0.01486238500000	0.08165137600000	0.10917431100000	0.09449541200000	0.09449541200000
YBL098W	460	0.1903	140	1	1	4328	1	0	0.8580484379	A	0	0	0	9	1	0	Cellular_Organisms	5	7	8	8	47	57	63	63	0.01108695600000	0.01543478200000	0.01760869500000	0.01760869500000	0.10326086900000	0.12500000000000	0.13804347800000	0.13804347800000
YBL097W	754	0.4731	141	2	2	466	1	4	0.9259881731	A	0	0	0	10	1	0	Eukaryota	2	3	7	7	19	24	64	64	0.00278514500000	0.00411140500000	0.00941644500000	0.00941644500000	0.02586206800000	0.03249336800000	0.08554376600000	0.08554376600000
YBL096C	102	0.1276	142	10	10	5169	0	0	1.0026507277	A	0	1	0	2	1	0	Saccharomyces_cerevisiae	2	3	2	2	15	20	17	17	0.02058823500000	0.03039215600000	0.02058823500000	0.02058823500000	0.15196078400000	0.20098039200000	0.17156862700000	0.17156862700000
YBL095W	270	0.1705	143	1	1	2150	3	0	0.7922894320	A	0	0	0	10	1	0	Cellular_Organisms	3	5	1	1	22	32	6	6	0.01148148100000	0.01888888800000	0.00407407400000	0.00407407400000	0.08333333300000	0.12037037000000	0.02407407400000	0.02407407400000
YBL094C	110	0.1189	144	10	10	1844	0	0	1.2942555409	A	0	0	0		0	0	Saccharomyces_cerevisiae	2	2	3	3	31	31	32	32	0.01909090900000	0.01909090900000	0.02818181800000	0.02818181800000	0.28636363600000	0.28636363600000	0.29545454500000	0.29545454500000
YBL093C	220	0.5904	145	6	6	3927	4	21	1.0457583352	A	0	0	0	7	1	0	Ascomycota	0	2	1	1	0	10	6	6	0.00045454500000	0.00954545400000	0.00500000000000	0.00500000000000	0.00227272700000	0.04772727200000	0.02954545400000	0.02954545400000
YBL092W	130	0.4513	146	1	1	3372	2	1	0.8473578098	A	0	0	0	10	1	0	Cellular_Organisms	1	2	0	0	7	12	0	0	0.00846153800000	0.01615384600000	0.00076923000000	0.00076923000000	0.05769230700000	0.09615384600000	0.00384615300000	0.00384615300000
YBL091C-A	175	0.2514	147	2	2	3445	0	0	1.5873104885	A	0	0	0	10	1	0	Eukaryota	3	4	2	2	31	36	23	23	0.01771428500000	0.02342857100000	0.01200000000000	0.01200000000000	0.18000000000000	0.20857142800000	0.13428571400000	0.13428571400000
YBL091C	421	0.4238	148	1	1	4342	1	0	0.7498398075	A	0	0	0	10	1	0	Cellular_Organisms	1	2	0	0	6	11	0	0	0.00261282600000	0.00498812300000	0.00023752900000	0.00023752900000	0.01543942900000	0.02731591400000	0.00118764800000	0.00118764800000
YBL090W	177	0.4476	149	4	4	1881	0	4	1.0341164546	A	0	0	0	10	1	0	Fungi	0	0	0	0	0	0	0	0	0.00056497100000	0.00056497100000	0.00056497100000	0.00056497100000	0.00282485800000	0.00282485800000	0.00282485800000	0.00282485800000
YBL089W	459	0.0621	150	2	2	3025	4	0	1.2069136190	AO	0	0	0	10	1	0	Eukaryota	10	14	16	16	152	172	150	150	0.02200435700000	0.03071895400000	0.03507625200000	0.03507625200000	0.33224400800000	0.37581699300000	0.32788671000000	0.32788671000000
YBL088C	2787	0.1188	151	2	2	2181	1	0	0.8287913920	A	0	0	0	10	1	0	Eukaryota	45	60	45	48	460	535	446	461	0.01618227400000	0.02156440600000	0.01618227400000	0.01725870100000	0.16523143100000	0.19214208800000	0.16020810900000	0.16559024000000
YBL087C	137	0.3112	152	1	1	2446	0	9	0.9544179649	A	0	0	0	10	1	0	Cellular_Organisms	3	3	2	2	18	18	14	14	0.02262773700000	0.02262773700000	0.01532846700000	0.01532846700000	0.13503649600000	0.13503649600000	0.10583941600000	0.10583941600000
YBL086C	466	0.5225	153	4	4	3349	2	0	1.2142390920	A	0	0	0	10	1	0	Fungi	2	2	7	7	21	21	56	56	0.00450643700000	0.00450643700000	0.01523605100000	0.01523605100000	0.04613733900000	0.04613733900000	0.12124463500000	0.12124463500000
YBL085W	980	0.5736	154	2	2	1565	51	1	0.9635167719	A	0	0	0	10	1	0	Eukaryota	3	5	6	6	26	36	48	48	0.00316326500000	0.00520408100000	0.00622448900000	0.00622448900000	0.02704081600000	0.03724489700000	0.04948979500000	0.04948979500000
YBL084C	758	0.3114	155	1	1	4537	18	10	0.9471217968	A	0	0	0	10	1	0	Cellular_Organisms	8	10	19	19	71	81	167	167	0.01068601500000	0.01332453800000	0.02519788900000	0.02519788900000	0.09432717600000	0.10751978800000	0.22097625300000	0.22097625300000
YBL083C	141	0.1141	156	10	10	5167	0	0	1.2691452569	A	0	0	0		0	0	Saccharomyces_cerevisiae	5	6	1	1	36	41	6	6	0.03617021200000	0.04326241100000	0.00780141800000	0.00780141800000	0.25886524800000	0.29432624100000	0.04609929000000	0.04609929000000
YBL082C	458	0.0445	157	2	2	2388	1	0	1.0395166947	A	0	0	0	10	1	0	Eukaryota	15	16	14	14	181	186	193	193	0.03296943200000	0.03515283800000	0.03078602600000	0.03078602600000	0.39628820900000	0.40720524000000	0.42248908200000	0.42248908200000
YBL081W	368	0.6412	158	9	9	1791	4	0	1.1855331089	A	0	0	0	10	1	0	Saccharomycetaceae	0	0	5	5	0	0	48	48	0.00027173900000	0.00027173900000	0.01385869500000	0.01385869500000	0.00135869500000	0.00135869500000	0.13179347800000	0.13179347800000
YBL080C	541	0.2419	159	1	1	1473	0	0	0.7615402500	A	0	0	0	10	1	0	Cellular_Organisms	3	4	9	9	30	35	74	74	0.00573012900000	0.00757855800000	0.01682070200000	0.01682070200000	0.05637707900000	0.06561922300000	0.13770794800000	0.13770794800000
YBL079W	1502	0.1938	160	2	2	3262	5	5	0.9685334573	A	0	0	0	10	1	0	Eukaryota	25	31	23	23	222	252	214	214	0.01671105100000	0.02070572500000	0.01537949400000	0.01537949400000	0.14813581800000	0.16810918700000	0.14280958700000	0.14280958700000
YBL078C	117	0.2213	161	2	2	1756	6	0	1.0345533525	A	0	0	0	10	1	0	Eukaryota	3	3	3	3	23	23	27	27	0.02649572600000	0.02649572600000	0.02649572600000	0.02649572600000	0.20085470000000	0.20085470000000	0.23504273500000	0.23504273500000
YBL077W	143	0.0443	162	10	10	2537	0	0	0.9271099425	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	3	4	4	4	26	31	48	48	0.02167832100000	0.02867132800000	0.02867132800000	0.02867132800000	0.18531468500000	0.22027972000000	0.33916083900000	0.33916083900000
YBL076C	1072	0.1697	163	1	1	1304	0	5	0.7304227634	A	0	0	0	10	1	0	Cellular_Organisms	9	14	11	11	80	105	85	85	0.00848880500000	0.01315298500000	0.01035447700000	0.01035447700000	0.07509328300000	0.09841417900000	0.07975746200000	0.07975746200000
YBL075C	649	0.4313	164	1	1	1368	1	2	0.8927640185	A	0	0	0	10	1	0	Cellular_Organisms	3	7	10	10	20	40	68	68	0.00477657900000	0.01093990700000	0.01556240300000	0.01556240300000	0.03158705700000	0.06240369700000	0.10554699500000	0.10554699500000
YBL074C	355	0.2504	165	2	2	4846	2	5	0.7492625926	A	0	0	0	7	1	0	Eukaryota	5	7	9	10	41	51	86	91	0.01436619700000	0.02000000000000	0.02563380200000	0.02845070400000	0.11690140800000	0.14507042200000	0.24366197100000	0.25774647800000
YBL073W	103	0.0195	166	10	10	5065	0	0	1.4639144342	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	3	4	4	4	28	33	31	31	0.03009708700000	0.03980582500000	0.03980582500000	0.03980582500000	0.27669902900000	0.32524271800000	0.30582524200000	0.30582524200000
YBL072C	200	0.4525	167	1	1	1625	0	21	0.7090562877	A	0	0	0	10	1	0	Cellular_Organisms	2	3	2	2	12	17	13	13	0.01050000000000	0.01550000000000	0.01050000000000	0.01050000000000	0.06250000000000	0.08750000000000	0.06750000000000	0.06750000000000
YBL071C-B	32	0.0165	168	10	10	4246	0	0	0.9175239234	A	0	1	0	3	1	0	Saccharomyces_cerevisiae	0	0	1	1	0	0	13	13	0.00312500000000	0.00312500000000	0.03437500000000	0.03437500000000	0.01562500000000	0.01562500000000	0.42187500000000	0.42187500000000
YBL071W-A	82	0.3610	169	2	2	2644	0	0	0.9894021739	A	0	0	0	10	1	0	Eukaryota	0	0	1	1	0	0	7	7	0.00121951200000	0.00121951200000	0.01341463400000	0.01341463400000	0.00609756000000	0.00609756000000	0.09146341400000	0.09146341400000
YBL071C	102	0.1313	170	10	10	3412	0	0	1.1413646055	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	3	4	2	2	24	29	29	29	0.03039215600000	0.04019607800000	0.02058823500000	0.02058823500000	0.24019607800000	0.28921568600000	0.28921568600000	0.28921568600000
YBL070C	106	0.0150	171	10	10	3425	0	0	1.0119012817	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	4	4	3	3	41	41	37	37	0.03867924500000	0.03867924500000	0.02924528300000	0.02924528300000	0.39150943300000	0.39150943300000	0.35377358400000	0.35377358400000
YBL069W	429	0.1883	172	1	1	3557	2	0	0.9407376356	A	0	0	0	9	1	0	Cellular_Organisms	7	8	5	5	55	60	39	39	0.01655011600000	0.01888111800000	0.01188811100000	0.01188811100000	0.12937062900000	0.14102564100000	0.09207459200000	0.09207459200000
YBL068W-A	78	0.1393	173	1	1	3557	0	0	0.8645833333	A	0	0	0		0	0	Cellular_Organisms	2	2	2	2	21	21	20	20	0.02692307600000	0.02692307600000	0.02692307600000	0.02692307600000	0.27564102500000	0.27564102500000	0.26282051200000	0.26282051200000
YBL068W	326	0.2277	174	1	1	1373	2	0	1.0063135397	A	0	0	0	10	1	0	Cellular_Organisms	4	6	5	5	31	41	42	42	0.01257668700000	0.01871165600000	0.01564417100000	0.01564417100000	0.09662576600000	0.12730061300000	0.13036809800000	0.13036809800000
YBL067C	747	0.4615	175	2	2	1571	2	1	0.9334586086	A	0	0	0	10	1	0	Eukaryota	7	7	6	6	46	46	72	72	0.00950468500000	0.00950468500000	0.00816599700000	0.00816599700000	0.06224899500000	0.06224899500000	0.09705488600000	0.09705488600000
YBL066C	1148	0.4626	176	4	4	2508	5	1	1.0416429580	A	0	0	0	10	1	0	Fungi	7	10	10	10	83	98	110	110	0.00618466800000	0.00879790900000	0.00879790900000	0.00879790900000	0.07273519100000	0.08580139300000	0.09625435500000	0.09625435500000
YBL065W	114	0.0747	177	10	10	3092	0	0	1.6090768799	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	2	3	3	3	40	45	23	23	0.01842105200000	0.02719298200000	0.02719298200000	0.02719298200000	0.35526315700000	0.39912280700000	0.20614035000000	0.20614035000000
YBL064C	261	0.2098	178	1	1	3663	0	0	0.6268748278	A	0	0	0	10	1	0	Cellular_Organisms	0	3	5	5	0	15	33	33	0.00038314100000	0.01187739400000	0.01954022900000	0.01954022900000	0.00191570800000	0.05938697300000	0.12835249000000	0.12835249000000
YBL063W	1111	0.4167	179	2	2	5425	2	0	0.8696721884	A	0	0	0	10	1	0	Eukaryota	9	10	16	16	67	72	151	151	0.00819081900000	0.00909090900000	0.01449144900000	0.01449144900000	0.06075607500000	0.06525652500000	0.13636363600000	0.13636363600000
YBL062W	126	0.0128	180	10	10	4900	0	0	1.1699974703	A	0	0	0		0	0	Saccharomyces_cerevisiae	4	4	3	3	49	49	36	36	0.03253968200000	0.03253968200000	0.02460317400000	0.02460317400000	0.39285714200000	0.39285714200000	0.28968253900000	0.28968253900000
YBL061C	696	0.4585	181	1	1	4122	4	0	0.7954615509	A	0	0	0	10	1	0	Cellular_Organisms	4	4	8	9	34	34	64	69	0.00589080400000	0.00589080400000	0.01163793100000	0.01307471200000	0.04956896500000	0.04956896500000	0.09267241300000	0.09985632100000
YBL060W	687	0.2796	182	1	1	4570	1	0	0.8969622696	A	0	0	0	9	1	0	Cellular_Organisms	6	8	8	9	44	54	64	69	0.00887918400000	0.01179039300000	0.01179039300000	0.01324599700000	0.06477438100000	0.07933042200000	0.09388646200000	0.10116448300000
YBL059C-A	109	0.4195	183	2	2	5196	0	0	1.2601950490	A	0	0	0	9	1	0	Eukaryota	0	0	0	0	0	0	0	0	0.00091743100000	0.00091743100000	0.00091743100000	0.00091743100000	0.00458715500000	0.00458715500000	0.00458715500000	0.00458715500000
YBL059W	193	0.2438	184	8	8	56	2	0	0.9597917046	A	0	0	0	6	1	0	Saccharomycetales	3	4	2	2	32	37	12	12	0.01606217600000	0.02124352300000	0.01088082900000	0.01088082900000	0.16839378200000	0.19430051800000	0.06476683900000	0.06476683900000
YBL058W	423	0.6442	185	2	2	968	6	4	0.9594307847	A	0	0	0	10	1	0	Eukaryota	1	3	3	3	7	17	27	27	0.00260047200000	0.00732860500000	0.00732860500000	0.00732860500000	0.01773049600000	0.04137115800000	0.06501182000000	0.06501182000000
YBL057C	208	0.3891	186	1	1	1239	1	1	0.8364960598	A	0	0	0	10	1	0	Cellular_Organisms	2	3	0	0	28	33	0	0	0.01009615300000	0.01490384600000	0.00048076900000	0.00048076900000	0.13701923000000	0.16105769200000	0.00240384600000	0.00240384600000
