GeneUID	SequenceUID	CordesBinaryHydrophobicDispersionBlock6
YDL109C	915	0.8730537879
YDL108W	916	1.1002988954
YDL107W	917	0.9642957647
YDL106C	918	1.0439769239
YDL105W	919	0.9359121518
YDL104C	920	0.7954121386
YDL103C	921	0.9664635720
YDL102W	922	0.8019165828
YDL101C	923	1.0462098876
YDL100C	924	0.9564039409
YDL099W	925	0.9740921806
YDL098C	926	0.6651603952
YDL097C	927	0.9095228763
YDL096C	928	1.0651583710
YDL095W	929	1.3678946117
YDL094C	930	0.9589160098
YDL093W	931	1.2449516858
YDL092W	932	0.9075749356
YDL091C	933	1.1087320080
YDL090C	934	0.9530027555
YDL089W	935	1.0715502110
YDL088C	936	1.0971109648
YDL087C	937	0.7742294033
YDL086W	938	0.8448913378
YDL086C-A	939	0.8829358775
YDL085C-A	940	0.4348109520
YDL085W	941	0.9551973028
YDL084W	942	0.8337644132
YDL083C	943	1.1341681250
YDL082W	944	0.7864411209
YDL081C	945	1.7128067680
YDL080C	946	0.9998359854
YDL079C	947	0.9541205850
YDL078C	948	1.0241981658
YDL077C	949	0.8992422313
YDL076C	950	0.9544847977
YDL075W	951	0.7499354705
YDL074C	952	0.9039739859
YDL073W	953	1.1206025902
YDL072C	954	1.4118967091
YDL071C	955	1.0526347851
YDL070W	956	0.9055464871
YDL069C	957	0.6566678091
YDL068W	958	1.4739251633
YDL067C	959	1.6709681829
YDL066W	960	0.8383669174
YDL065C	961	0.9789167435
YDL064W	962	1.0337496974
YDL063C	963	0.9671759620
YDL062W	964	0.8526642747
YDL061C	965	0.5459636660
YDL060W	966	0.8563626443
YDL059C	967	0.9993938281
YDL058W	968	1.0599950475
YDL057W	969	0.9483467091
YDL056W	970	0.8254951206
YDL055C	971	0.7303050470
YDL054C	972	1.1538717301
YDL053C	973	0.9617187381
YDL052C	974	1.1122281619
YDL051W	975	0.9922055970
YDL050C	976	1.5031578947
YDL049C	977	0.9884295055
YDL048C	978	0.9105666190
YDL047W	979	0.8656132730
YDL046W	980	1.0675906360
YDL045W-A	981	0.6504318365
YDL045C	982	0.7511425414
YDL044C	983	0.7908637839
YDL043C	984	0.8747831119
YDL042C	985	0.8914902651
YDL041W	986	0.7165047539
YDL040C	987	0.9764254320
YDL039C	988	1.0077564326
YDL037C	989	1.3942316216
YDL036C	990	1.0948972336
YDL035C	991	1.6547055136
YDL034W	992	1.4625577812
YDL033C	993	0.8207736431
YDL032W	994	0.7579711798
YDL031W	995	1.0380883732
YDL030W	996	0.9191986361
YDL029W	997	0.9093343293
YDL028C	998	1.0381381746
YDL027C	999	1.0816104003
YDL026W	1000	0.8742263056
YDL025C	1001	1.0913931056
YDL025W-A	1002	1.2401190177
YDL024C	1003	0.8519492404
YDL022C-A	1004	0.7087170452
YDL023C	1005	1.0769937720
YDL022W	1006	0.9929268330
YDL021W	1007	0.7799930971
YDL020C	1008	0.7744191556
YDL019C	1009	0.9615796401
YDL018C	1010	1.5545577480
YDL017W	1011	1.0240411756
YDL016C	1012	0.6172455558
YDL015C	1013	1.1612343799
YDL014W	1014	1.1415603380
YDL013W	1015	0.6969645374
YDL012C	1016	1.8523828343
YDL011C	1017	1.6294648681
YDL010W	1018	1.0107480831
YDL009C	1019	0.9939870555
YDL008W	1020	0.8262472771
YDL007C-A	1021	1.0390144645
YDL007W	1022	0.9103028054
YDL006W	1023	0.9960760100
YDL005C	1024	1.1295068332
YDL004W	1025	0.9064640141
YDL003W	1026	0.9338946787
YDL002C	1027	1.0904428622
YDL001W	1028	1.1658895826
YDR001C	1029	1.1067302011
YDR002W	1030	0.9924899986
YDR003W	1031	1.6722689076
YDR003W-A	1032	1.6756923077
YDR004W	1033	0.9778506375
YDR005C	1034	1.0850973127
YDR006C	1035	0.8444828818
YDR007W	1036	1.1606070319
YDR008C	1037	1.0607853992
YDR009W	1038	0.8770407573
YDR010C	1039	0.7015294091
YDR011W	1040	1.0778237750
YDR012W	1041	0.8755942640
YDR013W	1042	0.7364295532
YDR014W	1043	0.9130173337
YDR014W-A	1044	1.0571153846
YDR015C	1045	1.7260126143
YDR016C	1046	0.8529530059
YDR017C	1047	0.8381148997
YDR018C	1048	1.0782771128
YDR019C	1049	0.7240215292
YDR020C	1050	1.1926509650
YDR021W	1051	0.6810430250
YDR022C	1052	0.8858976990
YDR023W	1053	1.0196827185
YDR024W	1054	1.0375730112
YDR025W	1055	1.1659574468
YDR026C	1056	1.0566281680
YDR027C	1057	0.8206768035
YDR028C	1058	0.9903680906
YDR029W	1059	1.5091576202
YDR030C	1060	1.0466824585
YDR031W	1061	0.8227566168
YDR032C	1062	0.7531582447
YDR033W	1063	1.6269908047
YDR034C	1064	1.2075725776
YDR034C-D	1065	1.0436518003
YDR034C-C	1066	1.0009457919
YDR034C-A	1067	0.6225621744
YDR034W-B	1068	0.8629277352
YDR035W	1069	0.9917744871
YDR036C	1070	1.0020527709
YDR037W	1071	0.9863707908
YDR038C	1072	1.3878982352
YDR039C	1073	1.3886820144
YDR040C	1074	1.3754478739
YDR041W	1075	0.9759241912
YDR042C	1076	0.9296957276
YDR043C	1077	0.9046588741
YDR044W	1078	0.9946096567
YDR045C	1079	1.1840795862
YDR046C	1080	1.3083338181
YDR047W	1081	0.7602128909
YDR048C	1082	1.0878406787
YDR049W	1083	0.8878084494
YDR050C	1084	0.8725952750
YDR051C	1085	0.9893216946
YDR052C	1086	0.9286897381
YDR053W	1087	1.4482249779
YDR054C	1088	1.1148052985
YDR055W	1089	0.9977818869
YDR056C	1090	1.2278986859
YDR057W	1091	0.8692963114
YDR058C	1092	0.8483723575
YDR059C	1093	0.8249120434
YDR060W	1094	1.0742548548
YDR061W	1095	0.8208808740
YDR062W	1096	0.9480407740
YDR063W	1097	1.0033786042
YDR064W	1098	0.7433410820
YDR065W	1099	0.9754901652
YDR066C	1100	0.8597639154
YDR067C	1101	0.8602226524
YDR068W	1102	1.0707440264
YDR069C	1103	0.9546716793
YDR070C	1104	0.9193751575
YDR071C	1105	0.7860733686
YDR072C	1106	1.2971107094
YDR073W	1107	1.1434412098
YDR074W	1108	0.8558584870
YDR075W	1109	0.8487416071
YDR076W	1110	1.0113296350
YDR077W	1111	1.4710517328
YDR078C	1112	0.6810432200
YDR079W	1113	1.0382036910
YDR079C-A	1114	0.9220779221
YDR080W	1115	1.0272778734
YDR081C	1116	0.8520595365
YDR082W	1117	0.9154945768
YDR083W	1118	1.2823945037
YDR084C	1119	1.1283853544
YDR085C	1120	0.8172689889
YDR086C	1121	2.0629020468
YDR087C	1122	1.1564285072
YDR088C	1123	1.0894720452
YDR089W	1124	1.0550362213
YDR090C	1125	1.5685107538
YDR091C	1126	0.9508934524
YDR092W	1127	0.7568219980
YDR093W	1128	1.1384417022
YDR094W	1129	0.8030335626
YDR095C	1130	1.0887604268
YDR096W	1131	0.8764679604
YDR097C	1132	1.0813824509
YDR098C	1133	1.1203501259
YDR098C-B	1134	1.0704879586
YDR098C-A	1135	1.0158358603
YDR099W	1136	1.1085759127
YDR100W	1137	1.1177518775
YDR101C	1138	0.8880256998
YDR102C	1139	1.1539215686
YDR103W	1140	0.9539590146
YDR104C	1141	0.9274473108
YDR105C	1142	1.2421885850
YDR106W	1143	0.8214058866
YDR107C	1144	1.3431767522
YDR108W	1145	1.0274212705
YDR109C	1146	1.1805845101
YDR110W	1147	1.1399136212
YDR111C	1148	0.7531207556
YDR112W	1149	1.8549038462
YDR113C	1150	0.9701564108
YDR114C	1151	0.8777351603
YDR115W	1152	1.4590702757
YDR116C	1153	0.8047696674
YDR117C	1154	0.9261794669
YDR118W	1155	0.9232538464
YDR118W-A	1156	1.8949494949
YDR119W	1157	1.3134756288
YDR119W-A	1158	0.6740740741
YDR120C	1159	1.1100408462
YDR121W	1160	1.0922914362
YDR122W	1161	1.1173397934
YDR123C	1162	0.8459540168
YDR124W	1163	0.9190657334
YDR125C	1164	0.7401008587
YDR126W	1165	1.5116012735
YDR127W	1166	0.9419759371
YDR128W	1167	0.9486008773
YDR129C	1168	0.9191280543
YDR130C	1169	0.7976086736
YDR131C	1170	0.6737508851
YDR132C	1171	1.0358901969
YDR133C	1172	1.0308689525
YDR135C	1173	1.0982851583
YDR136C	1174	1.2200748976
YDR137W	1175	0.8150673580
YDR138W	1176	0.8035779694
YDR139C	1177	0.6145878782
YDR140W	1178	0.9342049534
YDR141C	1179	1.0707870551
YDR142C	1180	1.0058188347
YDR143C	1181	1.1757424893
YDR144C	1182	1.1444405203
YDR145W	1183	1.0566064242
YDR146C	1184	0.8194371175
YDR147W	1185	0.9304314032
YDR148C	1186	0.7320134828
YDR149C	1187	0.7518481499
YDR150W	1188	0.8905424104
YDR151C	1189	0.7085104546
YDR152W	1190	1.0862115171
YDR153C	1191	0.9310349001
YDR154C	1192	0.9823927748
YDR155C	1193	0.5571849227
YDR156W	1194	0.8136547270
YDR157W	1195	1.4524705950
YDR158W	1196	1.1435768096
YDR159W	1197	0.9416716988
YDR160W	1198	1.2284815528
YDR161W	1199	0.8387487659
YDR162C	1200	1.1977740810
YDR163W	1201	0.9952243419
YDR164C	1202	1.0323476534
YDR165W	1203	0.9990011324
YDR166C	1204	0.8334047554
YDR167W	1205	0.9133266850
YDR168W	1206	0.6697406160
YDR169C	1207	1.2170445366
YDR169C-A	1208	1.9366135646
YDR170C	1209	1.1458123412
YDR170W-A	1210	1.0503909310
YDR171W	1211	1.2183206681
YDR172W	1212	1.2236924194
YDR173C	1213	0.9094213494
YDR174W	1214	1.1569392860
YDR175C	1215	0.9277450914
YDR176W	1216	0.9239446484
YDR177W	1217	0.8348565540
YDR178W	1218	1.1968969302
YDR179C	1219	0.8008097166
YDR179W-A	1220	0.9070242075
YDR180W	1221	0.8792273283
YDR181C	1222	0.9117504790
YDR182W	1223	1.3207410829
YDR182W-A	1224	1.4258064516
YDR183W	1225	0.7768879342
YDR183C-A	1226	1.2227430362
YDR184C	1227	0.8221143617
YDR185C	1228	0.9590151057
YDR186C	1229	1.0400413212
YDR187C	1230	1.2513288567
YDR188W	1231	0.8788107836
YDR189W	1232	1.1893499527
YDR190C	1233	0.8876179291
YDR191W	1234	1.0916903876
YDR192C	1235	0.9281716228
YDR193W	1236	0.5879157218
YDR194C	1237	1.2214544149
YDR194W-A	1238	1.1984009852
YDR195W	1239	0.8741565848
YDR196C	1240	0.9116051746
YDR197W	1241	0.9189564840
YDR198C	1242	0.8137572192
YDR199W	1243	0.8108552632
YDR200C	1244	1.0801350854
YDR201W	1245	0.6792633489
YDR202C	1246	0.8410879160
YDR203W	1247	0.5634809812
YDR204W	1248	1.0289830261
YDR205W	1249	1.3556877100
YDR206W	1250	1.0417067195
YDR207C	1251	1.1004660133
YDR208W	1252	1.0907910087
YDR209C	1253	1.1544191022
YDR210W	1254	0.8604003179
YDR210W-B	1255	1.0383890871
YDR210W-A	1256	0.9792360417
YDR210C-D	1257	1.0589196525
YDR210C-C	1258	0.9936382640
YDR211W	1259	0.9523734618
YDR212W	1260	1.1365118713
YDR213W	1261	1.2011416057
YDR214W	1262	0.8281387117
YDR215C	1263	1.2426314614
YDR216W	1264	0.8926580082
YDR217C	1265	0.9898633864
YDR218C	1266	0.9298191085
YDR219C	1267	0.9285301187
YDR220C	1268	0.7037037037
YDR221W	1269	0.7807597394
YDR222W	1270	0.9904826871
YDR223W	1271	1.3177979615
YDR224C	1272	0.9830166436
YDR225W	1273	0.9754633426
YDR226W	1274	0.8047213812
YDR227W	1275	0.9680143013
YDR228C	1276	1.0382708930
YDR229W	1277	0.8354955626
YDR230W	1278	1.2152600078
YDR231C	1279	1.4034185809
YDR232W	1280	0.9759808321
YDR233C	1281	1.3117878255
YDR234W	1282	0.8924326338
YDR235W	1283	0.8538949596
YDR236C	1284	0.7849559385
YDR237W	1285	0.8219575762
YDR238C	1286	1.0405382652
YDR239C	1287	0.7525397460
YDR240C	1288	1.2492602923
YDR241W	1289	2.0094694739
YDR242W	1290	0.9147523735
YDR243C	1291	0.9824846339
YDR244W	1292	0.8607033117
YDR245W	1293	1.2678941749
YDR246W	1294	1.0564842565
YDR246W-A	1295	0.6440849343
YDR247W	1296	0.8615607527
YDR248C	1297	0.9697285690
YDR249C	1298	0.9737695113
YDR250C	1299	1.2535307095
YDR251W	1300	0.9844861989
YDR252W	1301	0.8305170067
YDR253C	1302	1.1875424381
YDR254W	1303	0.7421293762
YDR255C	1304	0.8562029101
YDR256C	1305	0.7718110022
YDR257C	1306	0.9151321516
YDR258C	1307	0.8976158783
YDR259C	1308	0.6670180623
YDR260C	1309	1.0672145514
YDR261C	1310	1.0239732315
YDR261W-A	1311	1.0341920375
YDR261W-B	1312	1.0283019391
YDR261C-D	1313	1.0530096159
YDR261C-C	1314	1.0442208136
YDR262W	1315	0.9873287650
YDR263C	1316	0.8663083664
YDR264C	1317	1.1917995268
YDR265W	1318	1.2816717331
YDR266C	1319	0.9622694564
YDR267C	1320	1.0220065417
YDR268W	1321	0.9923714037
YDR269C	1322	1.1137975590
YDR270W	1323	0.8689805875
YDR271C	1324	1.1289996871
YDR272W	1325	0.8515073443
YDR273W	1326	1.1221165805
YDR274C	1327	0.9785528283
YDR275W	1328	1.3183987710
YDR276C	1329	0.5077586778
YDR277C	1330	0.7178663678
YDR278C	1331	1.4165013608
YDR279W	1332	1.0361123575
YDR280W	1333	0.9910261713
YDR281C	1334	1.9162503184
YDR282C	1335	1.0207235699
YDR283C	1336	0.9584006255
YDR284C	1337	1.3795454569
YDR285W	1338	0.7931045563
YDR286C	1339	0.6308105207
YDR287W	1340	0.9203349992
YDR288W	1341	0.8795563308
YDR289C	1342	0.9565084935
YDR290W	1343	0.9861986515
YDR291W	1344	0.9696418395
YDR292C	1345	1.1582280149
YDR293C	1346	1.2091983508
YDR294C	1347	0.8069678133
YDR295C	1348	0.9101524964
YDR296W	1349	0.8033718053
YDR297W	1350	1.0870413292
YDR298C	1351	0.7452054675
YDR299W	1352	0.8418049025
YDR300C	1353	1.1091826114
YDR301W	1354	0.9889388658
YDR302W	1355	1.4108551826
YDR303C	1356	1.0256210522
YDR304C	1357	0.8671843683
YDR305C	1358	0.6217332735
YDR306C	1359	0.8089211324
YDR307W	1360	0.9636074301
YDR308C	1361	0.5612833645
YDR309C	1362	1.0413457327
YDR310C	1363	0.9244850795
YDR311W	1364	1.0566699025
YDR312W	1365	0.9967243289
YDR313C	1366	0.9543242126
YDR314C	1367	1.0647730975
YDR315C	1368	1.0329698668
YDR316W	1369	0.9203926702
YDR316W-A	1370	1.0189408692
YDR316W-B	1371	1.0508528630
YDR317W	1372	0.7788931133
YDR318W	1373	0.9846308894
YDR319C	1374	1.2352744489
YDR320C	1375	0.9078982846
YDR320C-A	1376	0.9220779221
YDR320W-B	1377	1.2409451659
YDR321W	1378	0.8913731259
YDR322W	1379	0.8834279828
YDR322C-A	1380	1.1655580192
YDR323C	1381	0.8049400097
YDR324C	1382	0.9476468494
YDR325W	1383	1.0991484346
YDR326C	1384	1.0239086050
YDR327W	1385	1.2387938226
YDR328C	1386	1.3283286379
YDR329C	1387	1.0006217381
YDR330W	1388	1.1009341172
YDR331W	1389	1.2338956479
YDR332W	1390	0.8386367617
YDR333C	1391	0.9929893280
YDR334W	1392	0.9656366446
YDR335W	1393	0.8694943814
YDR336W	1394	0.8295409739
YDR337W	1395	0.9147227040
YDR338C	1396	1.4126099167
YDR339C	1397	0.8965128968
YDR340W	1398	1.1241067328
YDR341C	1399	0.8438647343
YDR342C	1400	1.2929117739
YDR343C	1401	1.2687466545
YDR344C	1402	1.3068236957
YDR345C	1403	1.2326764626
YDR346C	1404	1.2158779119
YDR347W	1405	0.8338869593
YDR348C	1406	1.1616023901
YDR349C	1407	1.1429716253
YDR350C	1408	0.9500211290
YDR351W	1409	0.8873711654
YDR352W	1410	1.0933021427
YDR353W	1411	0.9977763429
YDR354W	1412	0.9577897915
YDR354C-A	1413	0.3936980300
YDR355C	1414	0.9711615042
YDR356W	1415	0.7402511057
YDR357C	1416	1.0944510859
YDR358W	1417	0.9672254791
YDR359C	1418	0.9416287965
YDR360W	1419	1.2318840580
YDR361C	1420	0.8788288149
YDR362C	1421	0.8426002637
YDR363W	1422	1.0641350211
YDR363W-A	1423	0.7508011217
YDR364C	1424	0.9692653784
YDR365C	1425	0.9991768784
YDR365W-B	1426	1.0643933651
YDR365W-A	1427	1.0084587467
YDR366C	1428	1.2354528066
YDR367W	1429	1.0500305335
YDR368W	1430	0.6335493932
YDR369C	1431	0.7910990269
YDR370C	1432	1.0943188322
YDR371W	1433	1.0505584097
YDR371C-A	1434	0.5306582035
YDR372C	1435	0.9652892530
YDR373W	1436	0.6942851717
YDR374C	1437	1.1266070997
YDR374W-A	1438	1.3334878567
YDR375C	1439	0.8107789271
YDR376W	1440	0.8256647111
YDR377W	1441	0.8720342354
YDR378C	1442	0.9936230215
YDR379W	1443	0.9786498090
YDR379C-A	1444	0.6196020939
YDR380W	1445	1.0019929438
YDR381W	1446	0.7769871341
YDR381C-A	1447	1.1680520034
YDR382W	1448	1.4948529412
YDR383C	1449	0.7924171032
YDR384C	1450	1.3763200740
YDR385W	1451	0.9279007121
YDR386W	1452	1.1787773591
YDR387C	1453	1.2102922293
YDR388W	1454	1.1813482622
YDR389W	1455	1.0363964900
YDR390C	1456	1.2514538014
YDR391C	1457	0.7309979436
YDR392W	1458	1.0816488199
YDR393W	1459	0.9713723861
YDR394W	1460	0.8492480346
YDR395W	1461	0.7909533994
YDR396W	1462	1.2022323986
YDR397C	1463	0.9084419724
YDR398W	1464	0.9134435763
YDR399W	1465	1.2528377621
YDR400W	1466	1.0407466473
YDR401W	1467	0.8911353794
YDR402C	1468	0.8725276769
YDR403W	1469	0.8450301237
YDR404C	1470	0.6455498051
YDR405W	1471	0.8387674117
YDR406W	1472	1.1919577522
YDR406W-A	1473	0.8994004167
YDR407C	1474	0.9011890099
YDR408C	1475	1.0039652707
YDR409W	1476	1.0604165322
YDR410C	1477	1.5599955749
YDR411C	1478	0.8668197268
YDR412W	1479	0.7803198235
YDR413C	1480	1.4010086553
YDR414C	1481	1.2127429435
YDR415C	1482	1.2609063912
YDR416W	1483	0.8807933793
YDR417C	1484	0.9431277270
YDR418W	1485	1.0034536420
YDR419W	1486	0.8911760975
YDR420W	1487	1.2240181922
YDR421W	1488	0.9759644052
YDR422C	1489	0.9786854187
YDR423C	1490	0.9552318366
YDR424C	1491	1.0399684165
YDR425W	1492	0.9344422695
YDR426C	1493	0.6429319494
YDR427W	1494	0.7099980297
YDR428C	1495	1.0486606482
YDR429C	1496	0.7971287650
YDR430C	1497	0.8697133364
YDR431W	1498	1.7616518138
YDR432W	1499	1.0821719366
YDR433W	1500	0.6986084072
YDR434W	1501	0.8630308637
YDR435C	1502	0.8536145250
YDR436W	1503	1.0237595578
YDR437W	1504	1.1196029119
YDR438W	1505	1.4912731507
YDR439W	1506	0.8087154615
YDR440W	1507	0.8100699815
YDR441C	1508	0.9584179555
YDR442W	1509	1.2488198693
YDR443C	1510	0.8998644532
YDR444W	1511	0.9654075386
YDR445C	1512	1.0068013870
YDR446W	1513	0.8310574903
YDR447C	1514	0.9835198351
YDR448W	1515	0.7126273534
YDR449C	1516	0.7330479464
YDR450W	1517	0.8725288519
YDR451C	1518	1.0132078345
YDR452W	1519	1.2119580499
YDR453C	1520	1.0209915179
YDR454C	1521	0.6954310835
YDR455C	1522	0.8617063492
YDR456W	1523	1.4757405616
YDR457W	1524	1.0141866146
YDR458C	1525	1.1361323159
YDR459C	1526	1.6068444975
YDR460W	1527	0.8058428676
YDR461W	1528	1.5454545455
YDR461C-A	1529	0.6503332956
YDR462W	1530	0.8722617353
YDR463W	1531	0.8231245580
YDR464W	1532	1.0830415260
YDR464C-A	1533	0.7726335160
YDR465C	1534	1.2617362256
YDR466W	1535	0.9481436606
YDR467C	1536	0.5787435547
YDR468C	1537	1.4513109294
YDR469W	1538	1.3604406878
YDR470C	1539	0.9632139944
YDR471W	1540	1.2786602871
YDR472W	1541	1.1023885641
YDR473C	1542	1.0076311216
YDR475C	1543	0.9810297907
YDR476C	1544	1.0629542015
YDR477W	1545	1.1134361562
YDR478W	1546	1.0269011009
YDR479C	1547	1.0362496288
YDR480W	1548	0.9502245523
YDR481C	1549	1.1444579056
YDR482C	1550	0.7921915297
YDR483W	1551	0.9912165099
YDR484W	1552	0.9813774397
YDR485C	1553	1.0311683136
YDR486C	1554	0.8727650894
YDR487C	1555	0.8327966490
YDR488C	1556	1.1660638088
YDR489W	1557	0.7296271682
YDR490C	1558	0.9550320575
YDR491C	1559	1.5801061008
YDR492W	1560	1.2586845448
YDR493W	1561	0.9283469506
YDR494W	1562	0.5502033710
YDR495C	1563	1.0637299133
YDR496C	1564	1.0432254878
YDR497C	1565	1.2720660735
YDR498C	1566	1.1506940022
YDR499W	1567	0.8656475152
YDR500C	1568	0.7027165001
YDR501W	1569	1.0285468480
YDR502C	1570	0.8174891140
YDR503C	1571	1.2193268818
YDR504C	1572	1.4233016830
YDR505C	1573	0.9950503661
YDR506C	1574	1.1089260493
YDR507C	1575	1.0062320446
YDR508C	1576	1.5402592584
YDR509W	1577	1.3571994762
YDR510W	1578	0.7635993437
YDR510C-A	1579	1.2457957501
YDR511W	1580	0.9049011925
YDR512C	1581	1.1252933667
YDR513W	1582	0.8437220280
YDR514C	1583	0.9578774359
YDR515W	1584	1.0946332582
YDR516C	1585	0.8510184697
YDR517W	1586	1.0086043889
YDR518W	1587	0.6070043573
YDR519W	1588	0.7567641527
YDR520C	1589	0.9437319165
YDR521W	1590	1.4725718712
YDR522C	1591	0.8595130269
YDR523C	1592	0.9487118939
YDR524C	1593	0.9820051513
YDR524W-C	1594	2.1841504175
YDR524C-B	1595	2.8029268293
YDR524C-A	1596	1.4458712121
YDR525W	1597	1.2958477509
YDR525W-A	1598	2.3151162791
YDR526C	1599	1.3777777778
YDR527W	1600	0.8437360757
YDR528W	1601	0.8976773953
YDR529C	1602	0.7847836973
YDR530C	1603	0.8353954375
YDR531W	1604	1.2012881956
YDR532C	1605	0.6808562429
YDR533C	1606	0.7313536206
YDR534C	1607	1.0733645523
YDR535C	1608	1.0215172414
YDR536W	1609	1.3070766387
YDR537C	1610	1.0790296558
YDR538W	1611	1.1459836924
YDR539W	1612	0.9720826695
YDR540C	1613	0.9380345743
YDR541C	1614	0.8018993445
YDR542W	1615	1.2860443690
YDR543C	1616	0.9859150096
YDR544C	1617	1.5097300374
YDR545W	1618	1.0735460480
YDR545C-A	1619	1.0908613640
YEL077C	1620	1.1517062119
YEL077W-A	1621	1.1739793441
YEL076C-A	1622	0.8004746937
YEL076C	1623	0.9972700042
YEL075W-A	1624	0.9796496006
YEL075C	1625	0.9472059779
YEL074W	1626	1.0102717017
YEL073C	1627	0.9902633100
YEL072W	1628	0.8981431512
YEL071W	1629	0.8961869850
YEL070W	1630	0.9737550973
YEL069C	1631	1.4077807911
YEL068C	1632	1.5683802795
YEL067C	1633	1.3319508440
YEL066W	1634	0.9396130425
YEL065W	1635	1.2617496653
YEL064C	1636	1.2915686910
YEL063C	1637	1.3551318009
YEL062W	1638	0.9184863688
YEL061C	1639	0.8476967924
YEL060C	1640	1.0723702707
YEL059C-A	1641	1.0233288927
YEL059W	1642	0.9076797386
YEL058W	1643	0.8985681628
YEL057C	1644	0.9424250314
YEL056W	1645	0.8823858307
YEL055C	1646	0.9756645452
YEL054C	1647	1.0034536420
YEL053W-A	1648	0.9691185116
YEL053C	1649	0.8540523319
YEL052W	1650	1.0003369097
YEL051W	1651	0.7436095457
YEL050W-A	1652	1.2599423184
YEL050C	1653	0.8884882757
YEL049W	1654	1.3556543484
YEL048C	1655	0.7942718252
YEL047C	1656	0.9646121485
YEL046C	1657	0.8493530530
YEL045C	1658	1.1362029839
YEL044W	1659	1.0633744557
YEL043W	1660	0.7514030363
YEL042W	1661	1.1441054894
YEL041W	1662	0.9042313049
YEL040W	1663	1.4735584267
YEL039C	1664	1.0484053616
YEL038W	1665	0.9458381649
YEL037C	1666	1.1543295305
YEL036C	1667	1.2218259521
YEL035C	1668	1.5746499835
YEL034C-A	1669	0.6700214947
YEL034W	1670	1.0676505228
YEL033W	1671	1.4687367251
YEL032W	1672	1.0360795986
YEL032C-A	1673	1.4286751738
YEL031W	1674	1.0134052098
YEL030C-A	1675	0.6238769093
YEL030W	1676	1.0083196556
YEL029C	1677	0.6438733183
YEL028W	1678	1.2491399815
YEL027W	1679	1.4612640265
YEL026W	1680	0.8915070565
YEL025C	1681	0.9714845018
YEL024W	1682	1.2217674166
YEL023C	1683	1.1064005301
YEL022W	1684	1.1116175895
YEL021W	1685	0.9006057792
YEL020C-B	1686	0.7082708266
YEL020W-A	1687	0.8927346361
YEL020C	1688	1.2158084778
YEL019C	1689	0.7016079162
YEL018C-A	1690	1.0294209530
YEL018W	1691	0.7009620917
YEL017C-A	1692	1.9909465021
YEL017W	1693	1.3891225962
